0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.584265525196525484e-02,-3.220574701571425613e-02,3.320078047946816834e-04,2.888078220552510109e-02,-9.535130346695992395e-03,2.651551095684654552e-02,6.269476916590943638e-02,-4.431904470780035493e-02,-5.003636928088433383e-02,2.797153246300001506e-01
-2.826876338796011426e-02,-5.950401410434294491e-02,1.545856200846107507e-03,5.509434180902175737e-02,-1.700693320708152392e-02,5.099046280387704855e-02,1.187666195804780167e-01,-8.208593472877095953e-02,-9.271890404506703820e-02,5.275148742790556344e-01
-3.776585487087244508e-02,-8.253206192175416289e-02,3.478195070813231912e-03,7.889950507572497662e-02,-2.271486520603059611e-02,7.360415405790407539e-02,1.689443408919620859e-01,-1.141453606943425153e-01,-1.289899462102041539e-01,7.471095726581071794e-01
-4.475919693588414905e-02,-1.018486625992190697e-01,5.988402526958445937e-03,1.005278872321012096e-01,-2.691982134874744761e-02,9.451826524817882880e-02,2.138738050042905126e-01,-1.412383081169204246e-01,-1.596764536413124713e-01,9.417754589688218658e-01
-4.961941027371576107e-02,-1.179435500171783779e-01,8.955704983297367236e-03,1.201869124157932955e-01,-2.984887010636513155e-02,1.138787355853874417e-01,2.541275753411531557e-01,-1.640145251883768918e-01,-1.855038551242228217e-01,1.114404841428285886e+00
-5.266917147049359621e-02,-1.312457440410611798e-01,1.227664840055281079e-02,1.380624881182983266e-01,-3.169941914668626681e-02,1.318174296902717146e-01,2.902133920369399100e-01,-1.830435060406759296e-01,-2.071082565734838898e-01,1.267551423071711980e+00
-5.418910998196167089e-02,-1.421308822321349641e-01,1.586287861322920392e-02,1.543213742779274145e-01,-3.264287950845424363e-02,1.484536185026194000e-01,3.225816651547081526e-01,-1.988241654291114380e-01,-2.250471938477174583e-01,1.403470110729059250e+00
-5.442299553103317061e-02,-1.509276767530659535e-01,1.963919365270689471e-02,1.691132824762078268e-01,-3.282788798116658552e-02,1.638952956818732209e-01,3.516320924720766627e-01,-2.117933599875821971e-01,-2.398091044414381312e-01,1.524152134195002395e+00
-5.358230045305542588e-02,-1.579236002606580758e-01,2.354183539205461501e-02,1.825727365397500634e-01,-3.238314036655508266e-02,1.782403483305838310e-01,3.777195046512973886e-01,-2.223333928530459302e-01,-2.518216699478809106e-01,1.631356028633559774e+00
